,customerid,lastname,creditscore
4920,15615016,Maurer,515
4921,15748414,Chiang,526
4922,15751203,Cattaneo,702
4923,15662658,Grieve,651
4924,15574868,Lowell,792
4925,15790282,Trentino,817
4926,15762927,Sung,674
4927,15803456,Yen,641
4928,15771857,Philipp,513
4929,15700601,Dynon,561
4930,15569670,Alexeyeva,627
4931,15772341,Hs?eh,682
4932,15661548,Ferri,683
4933,15787597,Hsu,420
4934,15806913,Bishop,670
4935,15804862,Toscani,505
4936,15792986,T'ao,580
4937,15625632,Philip,577
4938,15727703,Li Fonti,773
4939,15606273,Rene,616
4940,15799652,Daigle,763
4941,15715047,Joshua,640
4942,15784687,Simmons,592
4943,15615322,Jamieson,528
4944,15722072,Hou,630
4945,15646784,Cochran,529
4946,15644692,Bibb,546
4947,15670354,Jen,753
4948,15716357,Corran,772
4949,15786717,He,567
4950,15771383,Loggia,628
4951,15649793,Lovely,658
4952,15731543,Becker,679
4953,15684516,Plascencia,629
4954,15677249,Somadina,731
4955,15581525,Walker,775
4956,15628420,Alekseeva,660
4957,15600478,Watson,752
4958,15594502,Zotov,655
4959,15784361,Williamson,543
4960,15767626,Carpenter,811
4961,15632521,Cattaneo,689
4962,15665088,Gordon,531
4963,15652084,Boni,515
4964,15574761,Lynch,466
4965,15729515,McCarthy,782
4966,15682070,Davies,611
4967,15743817,Hargreaves,621
4968,15572158,Blackburn,604
4969,15584477,K?,655
4970,15614893,Meng,689
4971,15665963,Cattaneo,681
4972,15612524,Hunt,643
4973,15596962,Owens,617
4974,15744942,Steele,638
4975,15573278,Kennedy,743
4976,15717056,Pan,828
4977,15795881,Alexander,776
4978,15758939,Bray,540
4979,15792250,Nnabuife,616
4980,15740406,Padovesi,628
4981,15768137,Bray,667
4982,15569120,Lucas,615
4983,15723721,Tinline,543
4984,15777122,Esomchi,553
4985,15742681,Liao,554
4986,15582090,Iroawuchi,684
4987,15711254,Retana,452
4988,15775067,Fang,606
4989,15602851,Ozioma,629
4990,15802857,Robson,659
4991,15701175,Bruno,493
4992,15783019,Price,794
4993,15728912,Swanson,554
4994,15585580,Chang,796
4995,15583480,Morgan,807
4996,15620341,Nwebube,500
4997,15613886,Trevisan,722
4998,15792916,Ositadimma,559
4999,15710408,Cunningham,584
5000,15598695,Fields,834
5001,15649354,Johnston,754
5002,15737556,Vasilyev,590
5003,15671610,Hooper,740
5004,15625092,Colombo,502
5005,15741032,Tsao,733
5006,15750014,Chikere,755
5007,15784761,Ballard,554
5008,15768359,Akhtar,534
5009,15805769,O'Loughlin,656
5010,15719508,Davis,575
5011,15609011,Barry,480
5012,15703106,K'ung,575
5013,15626795,Gorman,672
5014,15773731,John,758
5015,15756196,Tsou,682
5016,15687903,Okonkwo,501
5017,15777599,Esposito,746
5018,15754577,Boni,556
5019,15584113,Pratt,823
5020,15669589,Page,491
5021,15632793,Wilkinson,638
5022,15711130,Tseng,734
5023,15615254,Clark,555
5024,15720583,Finch,745
5025,15780432,Shen,728
5026,15673223,Hou,626
5027,15807989,Wall,681
5028,15761168,Manna,478
5029,15651272,Reyes,709
5030,15812832,Jideofor,562
5031,15680517,Sal,769
5032,15750569,Iweobiegbunam,684
5033,15690743,Shao,536
5034,15627741,Heath,631
5035,15712121,Chidimma,657
5036,15805429,Murray,699
5037,15814923,Sullivan,606
5038,15589230,Wu,612
5039,15775490,Downie,660
5040,15749727,Chukwufumnanya,829
5041,15619238,Allan,567
5042,15593468,Findlay,850
5043,15718454,Ch'eng,712
5044,15789498,Miller,562
5045,15744691,Tsai,755
5046,15708289,Graham,793
5047,15790412,Norton,471
5048,15741416,Yegorov,707
5049,15598894,Holt,784
5050,15663294,Kao,703
5051,15572728,Ross,704
5052,15706729,Hsiao,662
5053,15674433,Allan,636
5054,15641170,Liang,640
5055,15806284,Briggs,739
5056,15690958,Cantrell,767
5057,15606386,Wang,753
5058,15682322,Aksenov,714
5059,15579915,Glennon,707
5060,15681928,Yancy,577
5061,15734005,Mazzi,633
5062,15650432,Liu,849
5063,15592578,Nucci,614
5064,15671243,Y?,558
5065,15775709,Nucci,832
5066,15702631,Tang,567
5067,15602282,Kao,587
5068,15717879,Chen,712
5069,15740878,Yao,655
5070,15794468,Tsou,641
5071,15773277,Barnes,676
5072,15572657,H?,472
5073,15800295,Cruz,644
5074,15672397,Smith,598
5075,15684921,Onuchukwu,792
5076,15720676,Bukowski,700
5077,15731829,Simmons,616
5078,15732672,Stewart,743
5079,15692406,Gow,427
5080,15764405,Williams,731
5081,15757537,Francis,610
5082,15793307,Calabresi,724
5083,15660679,Chimaobim,653
5084,15666856,Chikwendu,774
5085,15687372,Padovesi,547
5086,15667289,Henderson,719
5087,15624641,Kharlamova,740
5088,15734610,Onio,543
5089,15631882,Yeh,688
5090,15642709,Feng,474
5091,15811026,Norman,505
5092,15596303,White,688
5093,15787255,Manfrin,650
5094,15617166,Ritchie,610
5095,15742442,Udegbulam,705
5096,15758692,Kao,669
5097,15568238,Diaz,650
5098,15730353,Olisaemeka,550
5099,15731555,Ross-Watt,595
5100,15582404,Miller,572
5101,15721462,Shubin,622
5102,15632899,Nwankwo,662
5103,15808526,Cartwright,783
5104,15694349,Ngozichukwuka,714
5105,15718465,Sadler,671
5106,15682995,Azuka,600
5107,15584776,Shen,847
5108,15777772,Whittaker,650
5109,15576156,Abazu,710
5110,15646756,Murphy,682
5111,15742886,Ford,642
5112,15586135,Gratwick,536
5113,15616152,Pai,754
5114,15721460,Lorenzo,678
5115,15727317,Brady,533
5116,15649536,Wong,741
5117,15754929,Douglas,757
5118,15572051,Kennedy,721
5119,15668142,Chang,700
5120,15701176,Brown,663
5121,15708422,Hsiung,677
5122,15655632,MacDonald,655
5123,15744606,Davidson,832
5124,15612140,Milano,721
5125,15656086,Bovee,542
5126,15655298,Lewis,654
5127,15644796,Dyer,821
5128,15726250,Hsia,508
5129,15764432,Hicks,588
5130,15631721,Millar,691
5131,15707479,Fan,664
5132,15579826,Young,439
5133,15668104,Kerr,479
5134,15641604,Frolova,850
5135,15587240,Vasilyev,518
5136,15680767,Sabbatini,717
5137,15601594,Ifeanacho,698
5138,15589969,Capon,850
5139,15703728,Chieloka,700
5140,15617790,Hanson,626
5141,15662500,Ts'ao,774
5142,15778526,Bradshaw,719
5143,15670584,Nkemakolam,646
5144,15748069,Clunie,485
5145,15680597,Cover,784
5146,15628992,Esposito,850
5147,15719624,Hodgson,669
5148,15812767,Harvey,731
5149,15689201,Dobie,721
5150,15614716,Okwudilichukwu,515
5151,15683618,Dyer,774
5152,15799631,Chase,585
5153,15692259,Baresi,695
5154,15590966,Lo,729
5155,15656426,Tyler,713
5156,15675256,Ts'ui,555
5157,15751185,Aparicio,699
5158,15789582,Macleod,587
5159,15651103,Sal,762
5160,15672299,Yeh,510
5161,15772250,Udegbunam,842
5162,15763922,Alexandrov,608
5163,15633870,Ozioma,850
5164,15624323,Atkins,642
5165,15688612,Campos,850
5166,15694644,Wood,455
5167,15587174,Kerr,726
5168,15579559,Chienezie,544
5169,15775430,Tsou,651
5170,15623695,McKinnon,814
5171,15760849,Nwachukwu,537
5172,15813095,Nwebube,553
5173,15705281,Burt,800
5174,15812594,Ross,791
5175,15626322,Lees,699
5176,15723105,Feetham,756
5177,15588449,Chuang,591
5178,15794849,Aitken,850
5179,15620000,Chambers,760
5180,15799720,Coburn,569
5181,15711287,Ahmed,661
5182,15613102,Ogochukwu,670
5183,15621440,Soto,694
5184,15677146,Obiajulu,728
5185,15801169,Yegorova,764
5186,15722425,Lucchese,639
5187,15682421,Talbot,683
5188,15691910,Lu,663
5189,15721779,Arnold,826
5190,15579548,Nicholson,735
5191,15681075,Chukwualuka,682
5192,15607884,Wallace,663
5193,15767757,Pisano,562
5194,15791550,Kelly,696
5195,15658589,Brady,850
5196,15670822,Palmer,719
5197,15629744,Tan,804
5198,15660768,L?,604
5199,15726310,Mordvinova,782
5200,15641298,Corones,512
5201,15625675,Clements,569
5202,15713354,Morrice,597
5203,15633866,Hsiung,753
5204,15704231,Barrett,430
5205,15735400,Kanayochukwu,756
5206,15632826,Tardent,493
5207,15751022,Bowhay,777
5208,15664737,Lei,779
5209,15681126,Baker,702
5210,15738954,Pisano,551
5211,15662263,Castillo,749
5212,15621611,Gibson,742
5213,15783752,Lindsay,752
5214,15709474,Macnamara,740
5215,15701280,Romano,576
5216,15671104,Aksakova,637
5217,15796434,Farnsworth,724
5218,15781505,Giordano,685
5219,15625819,Arnold,625
5220,15753174,Thompson,571
5221,15654067,Koch,584
5222,15724719,Jones,550
5223,15624695,Otitodilinna,662
5224,15718216,Fleetwood-Smith,803
5225,15586300,Chinonyelum,615
5226,15783349,Montague,481
5227,15725767,Milani,701
5228,15791925,Palermo,751
5229,15793585,Anderson,675
5230,15576641,Crawford,733
5231,15749519,Lin,822
5232,15684960,Yewen,559
5233,15591286,Simmons,731
5234,15668323,Mbadiwe,678
5235,15608528,Munro,645
5236,15645184,Graham,701
5237,15702566,Lombardo,554
5238,15660840,Kalinin,723
5239,15750811,Woodward,766
5240,15733842,Pirozzi,597
5241,15581526,Iweobiegbulam,574
5242,15662751,Piazza,655
5243,15684319,Baranova,780
5244,15702190,Fan,672
5245,15588517,Sun,717
5246,15801863,Marino,521
5247,15584271,Donaldson,633
5248,15700366,Burton,669
5249,15804038,Quinn,740
5250,15720820,Sabbatini,462
5251,15743759,Brooks,619
5252,15749947,Black,665
5253,15670496,Schwartz,655
5254,15746664,Ts'ui,463
5255,15745533,Sargent,799
5256,15761497,Udinesi,713
5257,15628600,Lee,807
5258,15627002,Taylor,728
5259,15614635,Kepley,582
5260,15731281,Ozuluonye,704
5261,15814022,Lassetter,714
5262,15659194,Mishina,628
5263,15745030,Trevisano,809
5264,15691817,Iloerika,547
5265,15707488,Tan,560
5266,15784700,Chikelu,811
5267,15710397,Lin,584
5268,15687648,Nicholson,691
5269,15732281,Ugoji,680
5270,15607230,Michel,588
5271,15567630,Bruce,721
5272,15587507,Feng,850
5273,15733904,McDonald,529
5274,15709511,Watt,622
5275,15579616,Goodwin,683
5276,15694852,Arcuri,575
5277,15589924,Rapuluolisa,577
5278,15799300,Kao,510
5279,15731330,Tsui,652
5280,15694129,Summers,569
5281,15620372,Cross,687
5282,15744622,Osorio,822
5283,15799815,Bobrov,656
5284,15759250,Barnett,745
5285,15732643,Pike,386
5286,15690540,Gearheart,684
5287,15803078,Bruno,635
5288,15652180,Egobudike,582
5289,15741195,Okechukwu,613
5290,15743490,Zikoranachidimma,795
5291,15575510,Milanesi,659
5292,15732610,Ahern,745
5293,15602909,Dickson,604
5294,15734058,Anayochukwu,509
5295,15801788,McDonald,706
5296,15702462,Fiorentini,619
5297,15683416,Russo,572
5298,15794187,Young,695
5299,15792989,Bianchi,543
5300,15613734,Fallaci,640
5301,15606177,Crawford,672
5302,15636700,Marsh,701
5303,15645766,Kosisochukwu,634
5304,15671345,Piccio,531
5305,15652469,Nevels,699
5306,15749638,Kaodilinakachukwu,605
5307,15728706,Amaechi,534
5308,15735439,P'an,449
5309,15778696,Ikemefuna,684
5310,15624744,Tai,622
5311,15584338,Winn,714
5312,15726178,Hardy,712
5313,15794939,Chiu,783
5314,15788068,Lopez,743
5315,15572956,Steen,683
5316,15780386,Ferri,654
5317,15791114,Yegorova,700
5318,15708046,Knowles,744
5319,15719779,May,645
5320,15591550,Bianchi,525
5321,15639368,Pipes,732
5322,15699830,Doherty,721
5323,15569264,Yobanna,622
5324,15595158,Hsu,654
5325,15599126,Russell,529
5326,15650575,Payne,720
5327,15641490,Windsor,850
5328,15680234,Bray,667
5329,15592230,Seleznyov,620
5330,15626212,Wark,616
5331,15700627,Y?,637
5332,15782641,Brown,710
5333,15784445,Huang,717
5334,15813681,Zito,786
5335,15596649,Bailey,651
5336,15700460,Allnutt,530
5337,15724076,Christie,815
5338,15784000,Pope,715
5339,15733966,Johnstone,496
5340,15612667,Bird,680
5341,15654025,Jones,646
5342,15589431,Pedder,807
5343,15578238,Calabrese,727
5344,15566269,Chialuka,787
5345,15639217,McKenzie,806
5346,15688644,Holloway,603
5347,15662426,Tang,649
5348,15720511,Byrne,547
5349,15567246,Selwyn,684
5350,15647965,Genovese,477
5351,15679048,Koger,558
5352,15675749,Baranov,695
5353,15782181,Greco,592
5354,15795738,Owens,789
5355,15773751,Y?,597
5356,15655436,Kendall,839
5357,15691396,Ko,405
5358,15796958,Tang,658
5359,15801832,Lombardo,684
5360,15661349,Perkins,633
5361,15719265,Feng,589
5362,15779985,Lo,750
5363,15663410,Piccio,771
5364,15704144,Mazzanti,812
5365,15774104,Chukwualuka,539
5366,15812230,Elliot,670
5367,15742848,Gratton,673
5368,15745326,Carandini,538
5369,15674541,Robinson,575
5370,15728564,Lo,682
5371,15580701,Ma,712
5372,15688973,Vinogradova,598
5373,15709412,H?,776
5374,15607753,Alexandrova,606
5375,15705352,Yang,686
5376,15602500,Maslova,850
5377,15672437,Buccho,642
5378,15720968,Young,606
5379,15730796,Barker,627
5380,15768219,Sung,850
5381,15663883,Hansen,850
5382,15589296,Brown,724
5383,15586425,Lo Duca,579
5384,15679813,Ellis,727
5385,15681410,Korff,813
5386,15668283,Gardiner,642
5387,15624072,Kiernan,669
5388,15669664,Thompson,574
5389,15682728,Mathews,774
5390,15573851,Macrossan,735
5391,15733661,Illingworth,639
5392,15710012,Bowen,738
5393,15763327,Craig,835
5394,15668853,Menhennitt,637
5395,15639303,Moore,589
5396,15691011,Shoebridge,591
5397,15638513,Palermo,723
5398,15648933,Reilly,831
5399,15628904,Bowen,733
5400,15644788,Fyodorov,731
5401,15598161,Clements,654
5402,15745624,McKenzie,828
5403,15733169,Craig,590
5404,15801417,Iloerika,657
5405,15592707,Dolgorukova,531
5406,15593954,Eva,516
5407,15714431,Yeh,561
5408,15638257,P'an,682
5409,15690939,Howe,575
5410,15723613,Jenkins,623
5411,15813640,Shih,642
5412,15707322,Nnamdi,779
5413,15588918,Mitchell,671
5414,15600357,Findlay,495
5415,15747014,Pisani,850
5416,15809830,Belisario,630
5417,15662245,Pomeroy,588
5418,15651075,Ibrahimova,562
5419,15594456,K?,740
5420,15583462,Graham,695
5421,15757661,Trevisano,589
5422,15729117,Trevisano,607
5423,15749671,K?,794
5424,15566253,Manning,580
5425,15595153,Tucker,644
5426,15698572,Schaffer,636
5427,15674149,Esomchi,599
5428,15623082,Ch'ang,507
5429,15797905,Walker,682
5430,15746028,Chu,714
5431,15582951,Crawford,696
5432,15616471,Milne,599
5433,15641575,Anenechukwu,577
5434,15638803,Donaldson,733
5435,15808283,Kelly,647
5436,15811200,Ts'ao,831
5437,15733476,Gonzalez,543
5438,15633274,Tai,679
5439,15582168,Muravyova,713
5440,15807269,Milanesi,690
5441,15602979,Lin,751
5442,15660417,Lambert,613
5443,15590199,Temple,701
5444,15641794,Ridley,698
5445,15779174,Young,451
5446,15785547,Slye,665
5447,15795124,Pan,726
5448,15718912,Hsueh,608
5449,15592028,Roberts,549
5450,15580227,Moss,803
5451,15657830,Andrews,663
5452,15798256,Takasuka,558
5453,15643819,Dawson,714
5454,15754301,Bruche,704
5455,15726855,Oliver,805
5456,15755225,Ryan,659
5457,15725221,Sabbatini,738
5458,15789055,Watt,635
5459,15617507,Wilson,530
5460,15668894,Abramova,661
5461,15589563,Purdy,531
5462,15693162,Higgins,694
5463,15750099,Marshall,731
5464,15795540,Reye,556
5465,15794941,Chibueze,647
5466,15611848,Kwemtochukwu,850
5467,15581237,Biryukova,573
5468,15738150,Chidozie,591
5469,15678571,Barber,723
5470,15736124,Thompson,617
5471,15623202,Maslov,704
5472,15804201,Jones,457
5473,15596863,Chidumaga,787
5474,15696277,Hs?,651
5475,15748608,Trentini,612
5476,15723864,Lucas,828
5477,15802390,Willoughby,724
5478,15774336,Jamieson,648
5479,15648766,Robertson,569
5480,15659094,Ojiofor,765
5481,15606397,Cameron,577
5482,15642619,Mayne,603
5483,15666032,Mancini,568
5484,15595842,Paramor,748
5485,15753837,Young,573
5486,15783882,Daly,771
5487,15799790,Carter,763
5488,15628155,Dike,410
5489,15703778,Hughes,728
5490,15722322,Green,655
5491,15639278,Chinomso,580
5492,15568487,Gorshkov,712
5493,15682084,Chinomso,680
5494,15642821,Ijendu,383
5495,15601387,Yen,721
5496,15642515,Arcuri,620
5497,15710421,Baresi,774
5498,15726774,Field,563
5499,15649078,Christian,850
5500,15641877,Ross,681
5501,15796496,Trevisani,631
5502,15815690,Akabueze,614
5503,15631739,Dunn,704
5504,15625584,Martin,786
5505,15802466,Donaldson,534
5506,15697028,McClinton,590
5507,15575759,Bentley,583
5508,15567442,Ibezimako,656
5509,15746805,Thomson,597
5510,15636330,Ch'in,588
5511,15714970,Holbrook,667
5512,15653784,Solomina,627
5513,15693543,McDonald,708
5514,15773283,Dennis,641
5515,15742534,Faulk,527
5516,15569878,Dale,592
5517,15729454,Gorbunov,465
5518,15578375,Farrell,628
5519,15785559,De Luca,678
5520,15649414,Walker,570
5521,15701605,Forster,815
5522,15686696,Brown,817
5523,15625586,Monaldo,717
5524,15654975,Wu,641
5525,15782993,Pan,624
5526,15774382,Longo,579
5527,15689602,Findlay,698
5528,15756155,Fu,645
5529,15812647,Yin,691
5530,15736043,Hamilton,638
5531,15696744,Miller,705
5532,15602572,Hsing,720
5533,15674765,Mitchell,553
5534,15678725,Chamberlin,658
5535,15694444,Buttenshaw,648
5536,15795878,Anayochukwu,636
5537,15735346,Wallace,527
5538,15687094,Calabresi,717
5539,15790067,Sun,614
5540,15605742,Tuan,737
5541,15566740,Nazarova,587
5542,15664897,Bryant,682
5543,15585777,Pai,710
5544,15650864,Power,507
5545,15806709,Hao,609
5546,15633818,McMillan,786
5547,15713845,Merrett,688
5548,15639662,Phillips,710
5549,15567013,De Luca,779
5550,15777784,Tu,733
5551,15800251,Elder,583
5552,15651315,Dilke,627
5553,15651450,Panicucci,666
5554,15784218,Mason,620
5555,15572398,Townsend,614
5556,15707962,Gunson,606
5557,15705663,Milano,700
5558,15645355,Macleod,677
5559,15729557,Olisaemeka,850
5560,15631436,Gleeson,564
5561,15583073,Martin,771
5562,15614361,Liao,620
5563,15724684,Sung,610
5564,15700083,Lai,609
5565,15636541,Cartwright,683
5566,15796015,Wu,633
5567,15787222,Ch'in,676
5568,15594270,Biryukov,693
5569,15701524,Ting,709
5570,15645847,P'eng,569
5571,15708867,Niu,684
5572,15613140,Mellor,565
5573,15628893,Power,681
5574,15764073,Arcuri,503
5575,15782879,Lang,656
5576,15635964,Eve,566
5577,15726087,Ch'in,592
5578,15726313,Napolitani,687
5579,15578073,Barker,686
5580,15786249,Whitfield,616
5581,15812850,Stradford,494
5582,15596972,Brownlow,534
5583,15620579,Dunn,695
5584,15768270,DeRose,579
5585,15656597,Wang,432
5586,15699446,Hobbs,816
5587,15615004,Anderson,730
5588,15704771,Ugochukwu,593
5589,15588372,Kirsova,715
5590,15681439,Tsou,775
5591,15607509,Ozerova,539
5592,15670343,Li,576
5593,15597968,Fyans,617
5594,15658432,Freeman,688
5595,15616431,Chiu,608
5596,15796957,Iadanza,597
5597,15815552,Ferguson,670
5598,15631871,Kelly,616
5599,15635870,She,579
5600,15596713,Christie,786
5601,15684211,Creel,704
5602,15760521,Thompson,796
5603,15608408,Lazareva,598
5604,15804721,Boni,602
5605,15730272,Evseev,619
5606,15741988,Marino,492
5607,15771728,Mackenzie,641
5608,15605113,Sutherland,518
5609,15661945,Nicolay,623
5610,15783816,Lori,733
5611,15721207,Piazza,625
5612,15764072,Somerville,759
5613,15689412,Christie,604
5614,15798385,Grave,512
5615,15775339,Lori,520
5616,15585256,Iloerika,805
5617,15797329,Muir,626
5618,15780220,Pauley,656
5619,15648951,Kao,785
5620,15752409,Grant,553
5621,15807524,Chukwuma,569
5622,15766649,Vincent,670
5623,15696812,Lazareva,586
5624,15581295,Ch'ien,617
5625,15663234,Bishop,508
5626,15741417,Chibuzo,624
5627,15695174,Chang,654
5628,15665168,Calabrese,681
5629,15601503,Tokaryev,578
5630,15706131,Logan,621
5631,15782758,Ozerova,632
5632,15591091,Goering,644
5633,15715877,Lo,821
5634,15756918,Simmons,754
5635,15746662,Maduabuchim,568
5636,15626679,Linger,584
5637,15793343,Yeh,549
5638,15576774,Stevenson,729
5639,15801316,Ifeatu,523
5640,15800514,Kenechukwu,477
5641,15662232,Learmonth,675
5642,15737778,Dickson,782
5643,15782096,Volkova,616
5644,15783522,Mitchell,738
5645,15785373,Wong,717
5646,15756272,James,526
5647,15615245,Shao,660
5648,15600174,Walton,525
5649,15752956,Stanley,629
5650,15644882,Watson,616
5651,15766272,Folliero,521
5652,15800620,Fitzgerald,691
5653,15569764,Garner,687
5654,15747458,Folliero,677
5655,15573171,Liao,695
5656,15736769,Lucchesi,663
5657,15763381,Chan,496
5658,15814430,Ma,747
5659,15638607,Nwabugwu,546
5660,15737133,P'eng,706
5661,15613945,Andrews,472
5662,15659937,Otutodilinna,703
5663,15765287,Grant,850
5664,15661723,Abramovich,667
5665,15766064,Komarova,559
5666,15649616,Otutodilichukwu,636
5667,15719017,Donaldson,672
5668,15720919,Duggan,667
5669,15706706,Chinwendu,648
5670,15709653,Hamilton,497
5671,15805104,Smith,743
5672,15622442,Mazzi,619
5673,15572801,Krischock,639
5674,15767598,Kent,540
5675,15757897,Binder,766
5676,15568104,Zubarev,749
5677,15763414,Degtyarev,655
5678,15732265,Obialo,630
5679,15621974,Davydova,778
5680,15803947,Teng,757
5681,15720706,Hsing,529
5682,15759290,Coleman,620
5683,15651664,Wilder,615
5684,15795132,Molineux,735
5685,15811565,Cocci,705
5686,15713774,Chikwendu,644
5687,15691840,Fraser,505
5688,15682021,Lai,471
5689,15612931,Korovin,722
5690,15676707,Sidorov,577
5691,15601383,Ibrahimova,744
5692,15662662,Duigan,573
5693,15752694,Taylor,653
5694,15590683,Donaldson,660
5695,15773591,Jobson,787
5696,15723620,Lu,617
5697,15671779,Nebechi,567
5698,15672966,Cross,682
5699,15624667,Wallace,684
5700,15812888,Perreault,447
5701,15724154,Manna,625
5702,15749540,Hsiung,585
5703,15621063,Gibbons,516
5704,15661626,Algeranoff,732
5705,15698703,Doherty,628
5706,15801431,Rowe,682
5707,15649451,Yates,746
5708,15626156,Galloway,655
5709,15606158,Genovese,644
5710,15589496,Arrington,778
5711,15730345,Miah,617
5712,15572038,Chijindum,660
5713,15643439,Ferguson,537
5714,15604158,Smith,554
5715,15657396,Marshall,806
5716,15709478,P'an,611
5717,15628824,Burton,665
5718,15814519,Kamdibe,648
5719,15636520,Milani,692
5720,15794414,Forbes,507
5721,15643671,Chiekwugo,696
5722,15700650,Cousens,681
5723,15680224,Ross,687
5724,15784286,Wood,641
5725,15693996,Hawks,507
5726,15764343,T'ien,688
5727,15704168,Ting,535
5728,15680197,Thynne,701
5729,15633729,Wang,488
5730,15577683,Maclean,539
5731,15800746,Watson,674
5732,15788686,Gibson,538
5733,15742798,French,829
5734,15596647,Henderson,768
5735,15756070,Greenwood,585
5736,15775116,Anderson,581
5737,15575428,Mistry,682
5738,15654074,Tuan,653
5739,15695872,Fiorentini,712
5740,15568885,Scott,620
5741,15725036,Jideofor,709
5742,15632665,Yevseyev,832
5743,15571476,Kelly,635
5744,15776850,Smith,749
5745,15623649,Ogle,629
5746,15751131,Moss,836
5747,15688128,Loggia,542
5748,15678412,Nwankwo,645
5749,15770291,Allan,844
5750,15583392,Woronoff,747
5751,15690731,Wolfe,645
5752,15697948,Henderson,752
5753,15608328,Sutherland,760
5754,15766378,Marsden,714
5755,15600813,Hyde,717
5756,15706217,Kao,645
5757,15601417,T'ang,681
5758,15610972,Crawford,681
5759,15674620,Dilibe,679
5760,15785350,Austin,528
5761,15749119,Santiago,710
5762,15756535,Chibugo,733
5763,15700965,Toscano,724
5764,15791851,Afanasyeva,726
5765,15717156,Sokolov,520
5766,15740846,Wei,556
5767,15573284,Olisanugo,579
5768,15729083,Gorman,674
5769,15611612,Priestley,570
5770,15694381,Lloyd,631
5771,15651737,Salmond,623
5772,15663168,MacDonald,665
5773,15643426,Robertson,523
5774,15618245,Chukwumaobim,706
5775,15717527,Ifeanacho,619
5776,15793478,Li Fonti,593
5777,15642248,Ko,608
5778,15640377,Goloubev,526
5779,15723950,Kruglov,684
5780,15590327,Liao,604
5781,15706199,White,636
5782,15671514,Sinclair,669
5783,15727041,Fiorentini,624
5784,15738063,Shen,631
5785,15711733,Rapuokwu,753
5786,15652320,Woronoff,588
5787,15634180,Holden,729
5788,15694566,Roberts,602
5789,15726103,Tsou,689
5790,15646351,Somerville,486
5791,15730044,Greco,809
5792,15795186,Leonard,562
5793,15784890,McKenzie,763
5794,15694125,McElhone,669
5795,15565891,Dipietro,709
5796,15674254,Kerr,554
5797,15775206,Hunter,699
5798,15797627,Niehaus,732
5799,15649853,Craig,625
5800,15610379,Barclay-Harvey,599
5801,15659800,Teng,584
5802,15716236,Milani,499
5803,15672053,Mistry,526
5804,15663933,Jamieson,625
5805,15814236,Kay,537
5806,15583597,Ikedinachukwu,696
5807,15607395,Holt,679
5808,15694556,Nkemakolam,684
5809,15744109,Hartung,850
5810,15800688,Ch'en,495
5811,15810878,Baker,537
5812,15587835,Osinachi,850
5813,15763515,Shih,513
5814,15725882,Feng,618
5815,15788022,Sternberg,802
5816,15663917,Adams,547
5817,15656865,Gray,613
5818,15667971,Shepherd,592
5819,15800366,Walton,546
5820,15717231,Yang,721
5821,15643188,Barnett,671
5822,15671351,Romani,624
5823,15573628,Greene,751
5824,15698953,Hart,636
5825,15753888,Johnston,607
5826,15737961,Miller,509
5827,15801701,Robson,653
5828,15684419,Wallace,709
5829,15794266,Cross,559
5830,15810711,Marcum,684
5831,15771270,North,635
5832,15607786,Mao,709
5833,15624519,Calabrese,656
5834,15799910,Martin,793
5835,15602479,Fleming,609
5836,15617419,Roberts,618
5837,15657603,Finch,850
5838,15570379,Whitelegge,669
5839,15772996,Rooke,594
5840,15729574,Lu,616
5841,15737267,Marcelo,676
5842,15799128,Matthews,608
5843,15813327,Romani,710
5844,15711921,Scott,695
5845,15654300,Mao,530
5846,15569945,Horsley,509
5847,15569666,Goddard,517
5848,15681887,Eskridge,758
5849,15608873,Smith,665
5850,15762091,Simpson,631
5851,15722053,Oguejiofor,576
5852,15782100,Holloway,544
5853,15765300,L?,596
5854,15743570,Feng,481
5855,15608541,Claiborne,498
5856,15750671,Egobudike,512
5857,15813659,Folliero,594
5858,15757867,Bray,570
5859,15652914,Ibrahimov,721
5860,15723818,Carpenter,453
5861,15713819,Walsh,562
5862,15656484,Woods,682
5863,15778515,Wu,748
5864,15803840,Forbes,729
5865,15735339,Lynch,663
5866,15600392,Amaechi,735
5867,15625740,Enriquez,627
5868,15663817,Y?an,713
5869,15734461,Brooks,562
5870,15780142,Wang,632
5871,15709920,Burke,479
5872,15684248,Meng,658
5873,15643158,Chiganu,598
5874,15693902,Hunt,597
5875,15578307,Lucchese,512
5876,15585379,Humphries,704
5877,15758510,Frolova,474
5878,15692918,Hsing,604
5879,15705301,Parkes,683
5880,15718231,Gregory,537
5881,15567991,Obiuto,794
5882,15772650,Longo,732
5883,15574795,Lombardo,495
5884,15706036,Lombardo,552
5885,15723856,Gonzalez,602
5886,15812920,Nwabugwu,607
5887,15691287,Ford,675
5888,15804797,Gilleland,443
5889,15708650,Fullwood,727
5890,15712777,Kao,482
5891,15786469,Montalvo,686
5892,15669219,Wilson,588
5893,15641004,Doyne,605
5894,15648067,Onwuamaeze,583
5895,15704014,K'ung,738
5896,15645136,O'Donnell,744
5897,15709604,McMillan,781
5898,15713637,Chinedum,699
5899,15793901,Capon,639
5900,15569759,Rawling,583
5901,15712930,Duncan,587
5902,15586504,Trevisani,694
5903,15677317,Ankudinova,570
5904,15664270,Balsillie,692
5905,15731519,Kerr,511
